grant_id,theme,state,district,partner_id,partner_name,partner_type,hq_state,years_with_trust,prior_grants,start_date,end_date,months,budget_m_inr,n_tranches,need_index,rural_share,partner_capacity,disbursement_timeliness,on_time_reporting,budget_variance_pct,beneficiaries,cost_per_beneficiary_inr,outcome_index,risk_rating,data_quality_flag
G0599,Education,Telangana,Telangana-Dist-10,PARTNER-077,Partner 077,NGO,Odisha,9,13,2024-07-01,2025-04-01,9,44.04,3,0.332,0.633,3,0.694,0.793,0.103,1181,37289,72.3,2,OK
G0600,WASH,Gujarat,Gujarat-Dist-17,PARTNER-031,Partner 031,Academic,West Bengal,4,3,2021-09-01,2023-08-01,23,31.06,4,0.458,0.98,3,0.626,0.847,0.2,1056,29416,85.6,2,OK
G0601,Skilling,Odisha,Odisha-Dist-10,PARTNER-122,Partner 122,NGO,Bihar,8,7,2021-12-01,2022-11-01,11,46.41,2,0.489,0.388,4,0.84,0.872,0.044,1060,43785,75.4,2,OK
G0602,Health,Chhattisgarh,Chhattisgarh-Dist-09,PARTNER-035,Partner 035,Academic,Madhya Pradesh,1,1,2024-03-01,2025-08-01,17,80.85,4,0.224,0.798,2,0.523,0.611,0.215,1827,44252,80.4,3,OK
G0603,Education,Uttar Pradesh,Uttar-Dist-03,PARTNER-079,Partner 079,NGO,Madhya Pradesh,9,6,2024-06-01,2025-05-01,11,59.56,6,0.506,0.587,3,0.671,0.878,-0.023,1540,38675,77.6,3,OK
G0604,Education,Uttar Pradesh,Uttar-Dist-12,PARTNER-037,Partner 037,Government,Bihar,10,12,2022-04-01,2024-06-01,26,196.06,2,0.419,0.753,4,0.875,0.828,0.038,4548,43109,80.0,1,OK
G0605,Skilling,Andhra Pradesh,Andhra-Dist-19,PARTNER-013,Partner 013,CSR,Madhya Pradesh,6,5,2024-06-01,2025-08-01,14,71.16,4,0.574,0.411,4,0.943,0.959,0.121,1648,43181,74.2,3,OK
G0606,Education,Madhya Pradesh,Madhya-Dist-08,PARTNER-071,Partner 071,Academic,Bihar,0,0,2022-10-01,2023-11-01,13,26.08,2,0.439,0.775,4,0.841,0.758,0.128,869,30009,87.8,2,OK
G0607,Skilling,Telangana,Telangana-Dist-12,PARTNER-127,Partner 127,NGO,Telangana,7,10,2023-01-01,2025-02-01,25,26.46,5,0.506,0.666,4,0.823,0.942,0.131,564,46915,81.9,1,OK
G0608,WASH,Uttar Pradesh,Uttar-Dist-09,PARTNER-064,Partner 064,NGO,Andhra Pradesh,7,6,2023-05-01,2024-03-01,10,37.22,2,0.472,0.781,4,0.826,0.886,0.064,1171,31780,79.7,1,OK
G0609,Education,Odisha,Odisha-Dist-05,PARTNER-139,Partner 139,NGO,Odisha,6,9,2023-02-01,2024-07-01,17,109.69,6,0.865,0.731,3,0.682,0.755,0.165,3597,30493,78.6,2,OK
G0610,WASH,Rajasthan,Rajasthan-Dist-02,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2024-08-01,2025-05-01,9,41.73,3,0.2,0.456,4,0.783,0.831,0.112,738,56549,72.2,2,OK
G0611,WASH,Bihar,Bihar-Dist-14,PARTNER-089,Partner 089,NGO,Assam,2,2,2022-03-01,2024-02-01,23,29.79,5,0.283,0.504,3,0.634,0.884,,603,49402,73.2,2,OK
G0612,Education,West Bengal,West-Dist-02,PARTNER-043,Partner 043,NGO,Karnataka,6,6,2022-09-01,2024-11-01,26,34.82,3,0.291,0.545,2,0.601,0.74,0.182,684,50901,74.2,3,OK
G0613,Livelihoods,West Bengal,West-Dist-16,PARTNER-079,Partner 079,NGO,Madhya Pradesh,9,6,2022-02-01,2022-11-01,9,51.79,4,0.752,0.851,4,0.848,0.915,0.17,1742,29732,70.6,3,OK
G0614,Skilling,Madhya Pradesh,Madhya-Dist-17,PARTNER-098,Partner 098,CSR,Telangana,10,11,2024-06-01,2026-08-01,26,24.26,4,0.349,0.805,4,0.876,0.878,0.066,626,38761,83.5,1,OK
G0615,Livelihoods,Rajasthan,Rajasthan-Dist-17,PARTNER-096,Partner 096,NGO,West Bengal,0,0,2022-02-01,2023-11-01,21,40.41,3,0.235,0.658,3,0.798,0.731,0.121,917,44066,74.9,3,OK
G0616,Education,West Bengal,West-Dist-11,PARTNER-101,Partner 101,NGO,Jharkhand,6,7,2024-10-01,2026-05-01,19,125.46,2,0.366,0.671,4,0.861,0.746,0.106,2946,42586,81.8,2,OK
G0617,WASH,Bihar,Bihar-Dist-06,PARTNER-074,Partner 074,CSR,Gujarat,10,8,2021-01-01,2022-07-01,18,107.09,4,0.842,0.701,4,0.841,0.829,0.032,3222,33237,80.7,2,OK
G0618,Health,West Bengal,West-Dist-16,PARTNER-064,Partner 064,NGO,Andhra Pradesh,7,6,2021-12-01,2024-02-01,26,69.68,4,0.441,0.582,3,0.773,0.779,0.19,1513,46052,90.1,2,OK
G0619,Skilling,Assam,Assam-Dist-07,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2024-06-01,2025-03-01,9,94.24,4,0.519,0.264,4,0.836,0.777,0.138,1903,49521,77.8,1,OK
G0620,Education,Telangana,Telangana-Dist-14,PARTNER-116,Partner 116,Academic,Madhya Pradesh,5,7,2024-03-01,2026-06-01,27,37.76,2,0.578,0.463,4,0.834,0.945,,1110,34018,85.4,2,OK
G0621,Skilling,Gujarat,Gujarat-Dist-20,PARTNER-047,Partner 047,NGO,Gujarat,8,9,2021-04-01,2023-02-01,22,13.86,2,0.909,0.586,4,0.84,0.949,0.076,638,21722,83.3,3,OK
G0622,WASH,Odisha,Odisha-Dist-01,PARTNER-126,Partner 126,CSR,Rajasthan,5,7,2022-03-01,2024-03-01,24,24.92,3,0.278,0.59,2,0.628,0.541,0.149,527,47283,80.4,2,OK
G0623,Livelihoods,Madhya Pradesh,Madhya-Dist-04,PARTNER-066,Partner 066,NGO,Madhya Pradesh,0,0,2022-07-01,2024-02-01,19,95.15,4,0.436,0.532,3,0.658,0.662,-0.004,1974,48201,77.6,2,OK
G0624,Livelihoods,Rajasthan,Rajasthan-Dist-02,PARTNER-073,Partner 073,NGO,Chhattisgarh,7,9,2022-06-01,2023-07-01,13,41.16,2,0.525,0.846,4,0.842,0.796,0.239,1206,34127,81.3,2,OK
G0625,WASH,Karnataka,Karnataka-Dist-07,PARTNER-097,Partner 097,CSR,Assam,8,5,2023-09-01,2024-09-01,12,47.88,2,0.519,0.578,5,0.894,0.99,-0.048,1244,38488,83.3,1,OK
G0626,Health,Tamil Nadu,Tamil-Dist-02,PARTNER-128,Partner 128,Academic,Telangana,9,13,2024-08-01,2025-07-01,11,54.0,4,0.584,0.695,4,0.789,0.871,0.074,1415,38164,86.4,2,OK
G0627,Skilling,Andhra Pradesh,Andhra-Dist-17,PARTNER-035,Partner 035,Academic,Madhya Pradesh,1,1,2023-11-01,2024-08-01,9,32.15,2,0.629,0.778,3,0.767,0.58,0.124,1118,28752,73.8,2,OK
G0628,Health,Rajasthan,Rajasthan-Dist-02,PARTNER-050,Partner 050,NGO,Madhya Pradesh,9,11,2022-11-01,2024-07-01,20,146.0,2,0.536,0.416,5,1.0,0.995,0.106,2994,48764,83.1,2,OK
G0629,Skilling,Uttar Pradesh,Uttar-Dist-16,PARTNER-099,Partner 099,NGO,Chhattisgarh,1,1,2022-10-01,2024-11-01,25,24.69,3,0.627,0.608,2,0.565,0.453,0.122,695,35523,84.7,3,LATE_REPORTING
G0630,Health,Maharashtra,Maharashtra-Dist-15,PARTNER-089,Partner 089,NGO,Assam,2,2,2023-09-01,2025-01-01,16,78.01,2,0.89,0.555,2,0.58,0.561,0.184,2380,32779,75.1,3,OK
G0631,Skilling,Maharashtra,Maharashtra-Dist-08,PARTNER-136,Partner 136,NGO,Telangana,2,2,2024-12-01,2026-08-01,20,13.36,3,0.339,0.539,3,0.804,0.658,0.133,277,48240,79.3,2,OK
G0632,Health,Bihar,Bihar-Dist-08,PARTNER-070,Partner 070,Academic,Chhattisgarh,9,12,2021-09-01,2022-12-01,15,88.19,3,0.571,0.545,2,0.638,0.751,0.173,2331,37834,85.0,2,OK
G0633,Education,Maharashtra,Maharashtra-Dist-10,PARTNER-126,Partner 126,CSR,Rajasthan,5,7,2023-04-01,2024-05-01,13,144.77,2,0.543,0.672,3,0.794,0.868,0.02,3757,38533,80.5,4,OK
G0634,Health,Andhra Pradesh,Andhra-Dist-13,PARTNER-125,Partner 125,NGO,Jharkhand,3,3,2021-04-01,2022-12-01,20,85.6,2,0.867,0.569,2,0.708,0.66,0.171,2384,35905,84.9,3,OK
G0635,Health,Karnataka,Karnataka-Dist-02,PARTNER-120,Partner 120,NGO,Chhattisgarh,0,0,2024-02-01,2025-12-01,22,64.86,2,0.573,0.522,4,0.814,0.887,0.058,1673,38769,83.1,2,OK
G0636,WASH,Madhya Pradesh,Madhya-Dist-01,PARTNER-033,Partner 033,NGO,Uttar Pradesh,2,2,2021-03-01,2022-02-01,11,112.46,4,0.376,0.609,3,0.727,0.8,0.049,2448,45941,79.8,2,OK
G0637,Skilling,Andhra Pradesh,Andhra-Dist-08,PARTNER-093,Partner 093,CSR,Karnataka,9,12,2024-06-01,2026-03-01,21,31.75,4,0.282,0.704,2,0.619,0.677,0.14,676,46971,75.9,2,OK
G0638,Skilling,Madhya Pradesh,Madhya-Dist-08,PARTNER-087,Partner 087,Academic,Madhya Pradesh,2,2,2022-02-01,2023-10-01,20,37.13,2,0.548,0.733,3,0.657,0.637,0.071,993,37392,72.6,4,OK
G0639,WASH,Andhra Pradesh,Andhra-Dist-13,PARTNER-002,Partner 002,Academic,West Bengal,4,4,2024-05-01,2025-07-01,14,73.47,4,0.538,0.611,5,0.903,1.0,0.028,1836,40015,85.2,1,OK
G0640,Education,Jharkhand,Jharkhand-Dist-08,PARTNER-118,Partner 118,NGO,Madhya Pradesh,7,10,2022-09-01,2024-06-01,21,68.18,3,0.827,0.887,3,0.706,0.756,0.138,2568,26550,86.7,3,OK
G0641,Health,Chhattisgarh,Chhattisgarh-Dist-09,PARTNER-128,Partner 128,Academic,Telangana,9,13,2024-04-01,2025-12-01,20,136.0,3,0.42,0.516,3,0.787,0.841,0.095,2897,46944,83.0,1,OK
G0642,WASH,Assam,Assam-Dist-14,PARTNER-074,Partner 074,CSR,Gujarat,10,8,2024-10-01,2027-01-01,27,85.57,2,0.697,0.604,4,0.802,0.854,0.14,2188,39110,74.9,2,OK
G0643,Livelihoods,Rajasthan,Rajasthan-Dist-03,PARTNER-046,Partner 046,NGO,Tamil Nadu,4,4,2022-06-01,2024-09-01,27,48.07,2,0.542,0.399,4,0.773,0.753,0.077,947,50762,71.8,2,OK
G0644,Skilling,Gujarat,Gujarat-Dist-12,PARTNER-003,Partner 003,NGO,West Bengal,8,12,2021-07-01,2023-04-01,21,31.56,5,0.2,0.517,2,0.554,0.601,0.125,764,41303,70.1,3,OK
G0645,WASH,Maharashtra,Maharashtra-Dist-02,PARTNER-100,Partner 100,Academic,Andhra Pradesh,0,0,2022-09-01,2024-12-01,27,70.41,2,0.533,0.676,2,0.613,0.726,0.185,1994,35313,78.5,3,OK
G0646,Education,Rajasthan,Rajasthan-Dist-17,PARTNER-140,Partner 140,NGO,Assam,2,2,2023-07-01,2024-05-01,10,101.64,4,0.2,0.595,1,0.502,0.531,0.124,1926,52770,69.3,4,OK
G0647,WASH,Chhattisgarh,Chhattisgarh-Dist-17,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2022-02-01,2023-03-01,13,42.15,4,0.271,0.583,3,0.739,0.753,0.147,995,42361,70.3,2,OK
G0648,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-17,PARTNER-025,Partner 025,NGO,Madhya Pradesh,9,7,2024-09-01,2026-02-01,17,25.86,3,0.29,0.67,3,0.744,0.773,0.128,651,39727,77.9,2,OK
G0649,Health,West Bengal,West-Dist-06,PARTNER-035,Partner 035,Academic,Madhya Pradesh,1,1,2021-01-01,2022-09-01,20,97.29,2,0.647,0.697,2,0.752,0.584,0.19,2709,35913,80.8,3,OK
G0650,Education,Chhattisgarh,Chhattisgarh-Dist-01,PARTNER-045,Partner 045,NGO,Karnataka,7,8,2021-01-01,2022-11-01,22,66.78,3,0.95,0.799,3,0.7,0.712,0.07,2658,25123,87.9,3,OK
G0651,WASH,Odisha,Odisha-Dist-04,PARTNER-049,Partner 049,NGO,Maharashtra,3,4,2023-10-01,2025-09-01,23,145.25,3,0.542,0.718,3,0.717,0.768,0.167,3814,38084,78.6,3,OK
G0652,WASH,West Bengal,West-Dist-01,PARTNER-058,Partner 058,NGO,Assam,2,1,2023-02-01,2023-11-01,9,19.67,3,0.599,0.581,2,0.587,0.635,0.129,486,40463,80.5,3,OK
G0653,Education,Telangana,Telangana-Dist-15,PARTNER-075,Partner 075,NGO,Telangana,4,4,2024-09-01,2026-05-01,20,48.77,4,0.339,0.302,4,0.872,0.936,-0.047,751,64939,80.8,2,OK
G0654,Education,Rajasthan,Rajasthan-Dist-14,PARTNER-029,Partner 029,NGO,Jharkhand,0,0,2021-09-01,2022-05-01,8,129.62,2,0.776,0.821,3,0.639,0.726,0.088,4259,30433,79.4,3,OK
G0655,Health,Maharashtra,Maharashtra-Dist-17,PARTNER-066,Partner 066,NGO,Madhya Pradesh,0,0,2022-06-01,2024-09-01,27,63.32,2,0.2,0.529,3,0.811,0.631,0.085,1323,47861,72.6,2,OK
G0656,Health,Assam,Assam-Dist-08,PARTNER-066,Partner 066,NGO,Madhya Pradesh,0,0,2021-02-01,2022-02-01,12,73.59,5,0.497,0.334,1,0.503,0.521,0.194,1449,50785,80.1,3,OK
G0657,Skilling,Bihar,Bihar-Dist-05,PARTNER-055,Partner 055,NGO,Bihar,7,7,2023-05-01,2025-04-01,23,38.07,4,0.443,0.58,4,0.884,0.977,0.085,879,43307,90.2,3,OK
G0658,WASH,Telangana,Telangana-Dist-02,PARTNER-073,Partner 073,NGO,Chhattisgarh,7,9,2024-07-01,2026-07-01,24,72.04,2,0.662,0.895,4,0.726,0.913,,2467,29199,71.7,3,OK
G0659,WASH,Jharkhand,Jharkhand-Dist-03,PARTNER-086,Partner 086,CSR,Chhattisgarh,0,0,2022-09-01,2023-07-01,10,49.79,3,0.423,0.753,2,0.64,0.508,0.281,1518,32799,72.3,2,OK
G0660,Health,Maharashtra,Maharashtra-Dist-09,PARTNER-018,Partner 018,NGO,Bihar,3,2,2022-09-01,2024-04-01,19,150.75,2,0.654,0.8,3,0.681,0.796,0.144,4363,34551,83.4,2,OK
G0661,WASH,Odisha,Odisha-Dist-04,PARTNER-083,Partner 083,CSR,Rajasthan,9,13,2021-05-01,2022-11-01,18,61.96,3,0.2,0.565,4,0.753,0.756,0.025,1144,54158,68.9,1,OK
G0662,Skilling,Madhya Pradesh,Madhya-Dist-08,PARTNER-003,Partner 003,NGO,West Bengal,8,12,2021-05-01,2022-08-01,15,76.82,3,0.418,0.734,5,0.892,0.994,0.065,1825,42090,83.3,1,OK
G0663,Skilling,Rajasthan,Rajasthan-Dist-16,PARTNER-085,Partner 085,Academic,Andhra Pradesh,9,11,2022-07-01,2024-04-01,21,28.98,2,0.428,0.901,4,0.807,0.979,0.097,852,34019,67.8,2,OK
G0664,WASH,Andhra Pradesh,Andhra-Dist-06,PARTNER-059,Partner 059,NGO,Andhra Pradesh,3,4,2023-11-01,2025-12-01,25,36.58,4,0.849,0.745,4,0.813,0.779,0.117,1390,26314,87.4,1,OK
G0665,Education,Bihar,Bihar-Dist-08,PARTNER-044,Partner 044,CSR,Jharkhand,0,0,2024-08-01,2025-06-01,10,40.77,2,0.663,0.509,3,0.608,0.778,0.115,1285,31729,87.7,3,OK
G0666,Livelihoods,Telangana,Telangana-Dist-06,PARTNER-011,Partner 011,NGO,Gujarat,3,2,2023-12-01,2025-02-01,14,25.9,2,0.222,0.686,1,0.405,0.446,0.157,634,40858,72.6,3,LATE_REPORTING
G0667,WASH,Madhya Pradesh,Madhya-Dist-03,PARTNER-030,Partner 030,Academic,Chhattisgarh,2,1,2024-11-01,2027-01-01,26,30.74,2,0.2,0.677,1,0.521,0.571,0.263,773,39772,75.4,5,OK
G0668,Health,Rajasthan,Rajasthan-Dist-18,PARTNER-133,Partner 133,NGO,Chhattisgarh,1,1,2024-12-01,2025-12-01,12,38.78,3,0.227,0.25,5,0.988,0.885,0.014,642,60408,90.9,2,OK
G0669,Livelihoods,Gujarat,Gujarat-Dist-18,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2022-06-01,2023-10-01,16,83.06,3,0.2,0.737,4,0.845,1.0,0.093,1658,50096,82.2,1,OK
G0670,Health,Chhattisgarh,Chhattisgarh-Dist-17,PARTNER-082,Partner 082,CSR,Bihar,4,4,2021-01-01,2022-09-01,20,114.36,4,0.622,0.479,3,0.678,0.84,0.069,2703,42308,81.1,3,OK
G0671,Education,Tamil Nadu,Tamil-Dist-03,PARTNER-101,Partner 101,NGO,Jharkhand,6,7,2022-06-01,2024-02-01,20,57.52,3,0.861,0.689,4,0.713,0.87,0.071,1943,29606,86.8,3,OK
G0672,Skilling,Karnataka,Karnataka-Dist-08,PARTNER-023,Partner 023,NGO,Uttar Pradesh,7,6,2022-09-01,2024-03-01,18,29.61,2,0.407,0.82,5,0.917,0.94,0.021,602,49192,73.5,2,OK
G0673,Skilling,Odisha,Odisha-Dist-17,PARTNER-111,Partner 111,NGO,Assam,5,7,2023-01-01,2025-02-01,25,23.08,2,0.946,0.759,4,0.804,0.826,0.081,880,26223,85.0,1,OK
G0674,Education,Assam,Assam-Dist-04,PARTNER-101,Partner 101,NGO,Jharkhand,6,7,2021-03-01,2022-12-01,21,53.27,4,0.2,0.504,4,0.856,0.88,0.038,875,60876,85.1,1,OK
G0675,Health,Karnataka,Karnataka-Dist-19,PARTNER-113,Partner 113,CSR,Telangana,2,2,2021-10-01,2022-10-01,12,32.85,6,0.393,0.618,2,0.567,0.803,0.082,854,38470,83.9,4,OK
G0676,Health,Maharashtra,Maharashtra-Dist-13,PARTNER-007,Partner 007,CSR,Chhattisgarh,5,5,2024-12-01,2025-11-01,11,95.94,3,0.418,0.781,3,0.692,0.819,0.006,2317,41406,89.2,1,OK
G0677,Livelihoods,Gujarat,Gujarat-Dist-15,PARTNER-055,Partner 055,NGO,Bihar,7,7,2021-01-01,2022-08-01,19,24.62,2,0.496,0.858,1,0.595,0.577,0.189,452,54459,76.1,3,OK
G0678,Education,Bihar,Bihar-Dist-11,PARTNER-014,Partner 014,CSR,Uttar Pradesh,10,10,2024-09-01,2026-10-01,25,52.96,3,0.2,0.653,2,0.544,0.579,0.191,1193,44394,71.2,3,OK
G0679,Health,Andhra Pradesh,Andhra-Dist-20,PARTNER-002,Partner 002,Academic,West Bengal,4,4,2023-05-01,2025-02-01,21,44.22,2,0.251,0.494,3,0.768,0.786,0.089,776,56986,88.3,1,OK
G0680,Skilling,Uttar Pradesh,Uttar-Dist-16,PARTNER-078,Partner 078,NGO,West Bengal,1,1,2021-01-01,2021-11-01,10,48.09,3,0.68,0.888,2,0.625,0.72,0.24,2010,23926,79.7,3,OK
G0681,WASH,Telangana,Telangana-Dist-12,PARTNER-065,Partner 065,Academic,Tamil Nadu,6,5,2022-03-01,2023-08-01,17,44.27,2,0.2,0.673,2,0.547,0.64,0.082,785,56398,78.5,2,OK
G0682,Skilling,Odisha,Odisha-Dist-11,PARTNER-007,Partner 007,CSR,Chhattisgarh,5,5,2023-08-01,2024-10-01,14,30.99,3,0.408,0.604,4,0.777,1.0,0.011,785,39482,72.4,2,OK
G0683,WASH,Andhra Pradesh,Andhra-Dist-05,PARTNER-068,Partner 068,NGO,West Bengal,9,7,2022-04-01,2023-06-01,14,96.65,2,0.241,0.609,1,0.509,0.473,0.256,2215,43634,67.5,4,LATE_REPORTING
G0684,Livelihoods,Assam,Assam-Dist-15,PARTNER-112,Partner 112,NGO,Uttar Pradesh,0,0,2022-01-01,2024-01-01,24,40.34,2,0.816,0.616,2,0.649,0.691,0.177,1097,36769,71.2,3,OK
G0685,Health,Bihar,Bihar-Dist-10,PARTNER-060,Partner 060,NGO,Jharkhand,3,3,2021-07-01,2022-05-01,10,90.55,3,0.842,0.674,4,0.842,0.802,0.079,2971,30479,83.5,2,OK
G0686,Livelihoods,Odisha,Odisha-Dist-07,PARTNER-070,Partner 070,Academic,Chhattisgarh,9,12,2022-03-01,2023-11-01,20,43.27,3,0.819,0.696,2,0.599,0.668,0.093,1284,33699,85.1,3,OK
G0687,Skilling,West Bengal,West-Dist-09,PARTNER-063,Partner 063,NGO,Uttar Pradesh,8,10,2021-09-01,2023-02-01,17,21.85,3,0.52,0.617,5,0.863,0.923,0.061,412,53029,70.4,1,OK
G0688,Skilling,Madhya Pradesh,Madhya-Dist-05,PARTNER-075,Partner 075,NGO,Telangana,4,4,2021-08-01,2022-07-01,11,40.0,4,0.522,0.473,3,0.633,0.753,0.122,1046,38238,77.4,2,OK
G0689,Education,Bihar,Bihar-Dist-05,PARTNER-006,Partner 006,CSR,Maharashtra,1,1,2024-06-01,2025-04-01,10,81.22,3,0.545,0.554,4,0.783,0.897,0.183,1938,41909,82.5,1,OK
G0690,WASH,Jharkhand,Jharkhand-Dist-20,PARTNER-114,Partner 114,NGO,Rajasthan,2,2,2021-03-01,2023-05-01,26,118.11,4,0.674,0.717,2,0.618,0.709,0.195,3439,34345,81.0,3,OK
G0691,Skilling,Odisha,Odisha-Dist-10,PARTNER-014,Partner 014,CSR,Uttar Pradesh,10,10,2024-04-01,2025-04-01,12,58.74,3,0.504,0.625,4,0.8,0.829,,1542,38095,82.0,1,OK
G0692,Health,Assam,Assam-Dist-17,PARTNER-084,Partner 084,NGO,Chhattisgarh,2,2,2022-03-01,2022-12-01,9,106.32,3,0.256,0.744,2,0.506,0.65,0.063,2504,42461,78.0,3,OK
G0693,WASH,Jharkhand,Jharkhand-Dist-10,PARTNER-015,Partner 015,NGO,Jharkhand,0,0,2023-05-01,2025-01-01,20,37.71,3,0.508,0.98,4,0.823,0.787,0.038,1041,36228,78.7,1,OK
G0694,Livelihoods,Telangana,Telangana-Dist-07,PARTNER-024,Partner 024,NGO,Bihar,7,6,2021-04-01,2023-02-01,22,26.23,4,0.223,0.744,3,0.638,0.784,0.15,834,31452,80.3,2,OK
G0695,WASH,Chhattisgarh,Chhattisgarh-Dist-13,PARTNER-034,Partner 034,CSR,Tamil Nadu,5,3,2021-04-01,2023-05-01,25,44.67,4,0.546,0.634,4,0.758,0.896,0.13,1146,38976,81.0,2,OK
G0696,Skilling,Karnataka,Karnataka-Dist-01,PARTNER-097,Partner 097,CSR,Assam,8,5,2023-10-01,2026-01-01,27,19.11,4,0.909,0.836,3,0.792,0.718,0.135,871,21939,81.7,2,OK
G0697,Livelihoods,Assam,Assam-Dist-15,PARTNER-046,Partner 046,NGO,Tamil Nadu,4,4,2023-04-01,2025-04-01,24,23.66,4,0.495,0.748,4,0.835,0.933,0.048,525,45068,75.8,3,OK
G0698,Education,Gujarat,Gujarat-Dist-19,PARTNER-092,Partner 092,NGO,Maharashtra,9,12,2022-03-01,2023-03-01,12,68.86,4,0.721,0.875,5,0.866,1.0,0.004,2214,31100,78.8,2,OK
G0699,WASH,Bihar,Bihar-Dist-14,PARTNER-118,Partner 118,NGO,Madhya Pradesh,7,10,2021-03-01,2022-12-01,21,27.09,4,0.2,0.741,4,0.823,0.957,0.132,612,44265,69.4,2,OK
G0700,WASH,Uttar Pradesh,Uttar-Dist-09,PARTNER-076,Partner 076,CSR,Gujarat,0,0,2024-08-01,2026-05-01,21,25.16,3,0.306,0.98,2,0.517,0.535,0.187,907,27743,75.3,3,OK
G0701,Livelihoods,Rajasthan,Rajasthan-Dist-04,PARTNER-053,Partner 053,Academic,Tamil Nadu,8,10,2022-11-01,2024-01-01,14,75.47,3,0.773,0.738,3,0.64,0.76,0.181,2252,33513,79.7,3,OK
G0702,Education,Assam,Assam-Dist-02,PARTNER-088,Partner 088,NGO,Maharashtra,8,9,2023-06-01,2025-02-01,20,62.92,2,0.723,0.682,2,0.585,0.691,0.1,2072,30366,87.1,2,OK
G0703,Education,Assam,Assam-Dist-10,PARTNER-022,Partner 022,NGO,Karnataka,2,2,2024-02-01,2025-12-01,22,128.25,2,0.739,0.488,3,0.754,0.753,0.105,3339,38408,85.5,3,OK
G0704,Education,Tamil Nadu,Tamil-Dist-20,PARTNER-140,Partner 140,NGO,Assam,2,2,2024-10-01,2026-03-01,17,134.29,2,0.406,0.461,2,0.645,0.497,0.113,2613,51392,73.5,2,LATE_REPORTING
G0705,Education,Telangana,Telangana-Dist-19,PARTNER-021,Partner 021,Government,Karnataka,4,3,2021-09-01,2022-12-01,15,58.63,2,0.818,0.767,4,0.837,0.846,0.08,1992,29433,82.2,2,OK
G0706,Skilling,Karnataka,Karnataka-Dist-06,PARTNER-082,Partner 082,CSR,Bihar,4,4,2022-08-01,2024-11-01,27,21.31,5,0.809,0.423,1,0.56,0.525,0.217,483,44129,71.5,4,OK
G0707,Health,Gujarat,Gujarat-Dist-04,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2022-08-01,2023-11-01,15,72.42,5,0.322,0.593,5,0.924,1.0,-0.007,1605,45122,90.6,2,OK
G0708,Health,Tamil Nadu,Tamil-Dist-12,PARTNER-102,Partner 102,NGO,Jharkhand,10,14,2023-09-01,2025-01-01,16,33.33,2,0.921,0.676,3,0.769,0.97,0.088,1082,30802,85.8,3,OK
G0709,Skilling,Uttar Pradesh,Uttar-Dist-15,PARTNER-033,Partner 033,NGO,Uttar Pradesh,2,2,2024-04-01,2025-03-01,11,41.24,4,0.514,0.796,3,0.606,0.83,0.103,1082,38112,77.4,1,OK
G0710,Health,Gujarat,Gujarat-Dist-18,PARTNER-106,Partner 106,NGO,Madhya Pradesh,4,3,2024-11-01,2025-10-01,11,118.1,3,0.22,0.624,3,0.823,0.811,0.176,2451,48185,76.7,4,OK
G0711,WASH,Madhya Pradesh,Madhya-Dist-12,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2023-07-01,2024-04-01,9,38.26,2,0.594,0.867,1,0.512,0.472,0.084,1273,30057,77.2,3,LATE_REPORTING
G0712,Skilling,Rajasthan,Rajasthan-Dist-20,PARTNER-039,Partner 039,NGO,Jharkhand,2,3,2022-11-01,2024-04-01,17,20.48,3,0.477,0.733,2,0.613,0.679,0.192,577,35498,71.0,4,OK
G0713,Education,Rajasthan,Rajasthan-Dist-10,PARTNER-067,Partner 067,NGO,Uttar Pradesh,9,10,2023-02-01,2023-12-01,10,133.62,4,0.24,0.566,3,0.716,0.729,0.066,2575,51892,75.4,2,OK
G0714,Education,Jharkhand,Jharkhand-Dist-07,PARTNER-050,Partner 050,NGO,Madhya Pradesh,9,11,2021-10-01,2023-04-01,18,74.39,2,0.281,0.83,3,0.61,0.75,0.124,1602,46432,80.9,2,OK
G0715,WASH,Chhattisgarh,Chhattisgarh-Dist-13,PARTNER-074,Partner 074,CSR,Gujarat,10,8,2023-10-01,2024-11-01,13,72.57,3,0.452,0.686,4,0.805,0.981,0.092,1802,40272,84.9,2,OK
G0716,WASH,Bihar,Bihar-Dist-10,PARTNER-135,Partner 135,NGO,Rajasthan,1,1,2024-08-01,2026-10-01,26,30.29,3,0.731,0.521,2,0.618,0.671,0.154,906,33431,79.6,4,OK
G0717,Education,Uttar Pradesh,Uttar-Dist-05,PARTNER-040,Partner 040,NGO,Maharashtra,10,14,2021-01-01,2023-03-01,26,94.44,3,0.304,0.719,5,0.923,1.0,0.066,2166,43600,89.1,1,OK
G0718,Skilling,Odisha,Odisha-Dist-13,PARTNER-127,Partner 127,NGO,Telangana,7,10,2021-07-01,2023-02-01,19,26.53,3,0.484,0.517,4,0.793,0.836,0.166,557,47639,87.4,1,OK
